john,brooke,taegyoon,status_text,status_extended_text,quote_status_text,quote_status_extended_text,status_is_retweet,status_is_quote,status_reply_to_status_id,status_reply_to_user_id,status_reply_to_screen_name,user_id,user_screen_name,user_created_at,user_favourites_count,user_followers_count,user_friends_count,user_status_count,status_id,status_created_at,status_favorite_count,status_retweet_count,status_quote_count,status_reply_count,quote_user_id,quote_user_screen_name,quote_user_created_at,quote_user_favourites_count,quote_user_followers_count,quote_user_friends_count,quote_user_status_count,quote_status_id,quote_status_created_at,quote_status_reply_to_status_id,quote_status_reply_to_user_id,quote_status_reply_to_screen_name,quote_status_favorite_count,quote_status_retweet_count,quote_status_quote_count,quote_status_reply_count,retweet_user_id,retweet_user_screen_name,retweet_user_created_at,retweet_user_favourites_count,retweet_user_followers_count,retweet_user_friends_count,retweet_user_status_count,retweet_status_id,retweet_status_created_at,retweet_status_text,retweet_status_extended_text,retweet_status_reply_to_status_id,retweet_status_reply_to_user_id,retweet_status_reply_to_screen_name,retweet_status_favorite_count,retweet_status_retweet_count,retweet_status_quote_count,retweet_status_reply_count
3,2,3,@JosephSakran @Twitter @Google @Facebook Does Trump realize he just shot himself in the foot?,NA,NA,NA,0,0,1.27E+18,1291868311,JosephSakran,844758529,Vibrantankles,Tue Sep 25 03:01:10 +0000 2012,182281,1665,697,197030,1.27E+18,Thu May 28 22:04:45 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,The big question is why are trump and musk not being shot into space?,NA,NA,NA,0,0,,,,1075522477,HappiestYogi,Thu Jan 10 03:02:39 +0000 2013,9772,306,591,18799,1.27E+18,Thu May 28 18:34:25 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3,"@realDonaldTrump @PressSec @GOPSenate 

#BunkerBoy, there are protests WORLDWIDE!  You want to bomb the world, send… https://t.co/tKtmYgMttm","@realDonaldTrump @PressSec @GOPSenate 

#BunkerBoy, there are protests WORLDWIDE!  You want to bomb the world, send in your Sturm Troopers? Maybe you can call for a Glass Nacht like you did your ""MAGA Night""?

#CrouchingCowardHiddenBunker https://t.co/2B4IqxUNBx",NA,NA,0,0,,25073877,realDonaldTrump,8.23E+17,DanielaChapma15,Sat Jan 21 06:27:17 +0000 2017,30102,4873,5304,14013,1.27E+18,Tue Jun 02 18:30:42 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,@DreamBi35064054 @GooN849 @justinamash @Ilhan @RepDianaDeGette @RepChuyGarcia @repblumenauer @RepMcGovern… https://t.co/Gdj6Rko8ZA,"@DreamBi35064054 @GooN849 @justinamash @Ilhan @RepDianaDeGette @RepChuyGarcia @repblumenauer @RepMcGovern @chelliepingree @RepAOC @RepEspaillat @RepGregoryMeeks @NydiaVelazquez @EleanorNorton @RepBarbaraLee @RepMarkTakano @RepAndreCarson @RepMaloney @RepJoeKennedy He didn't support it for a variety of reasons, including that it would expand the federal death penalty. I'll see if I can find his explanation for you...",NA,NA,0,0,1.27E+18,1.23E+18,DreamBi35064054,1.26E+18,ty_will_try_,Tue May 05 17:43:42 +0000 2020,482,2,65,38,1.27E+18,Thu Jun 04 17:49:32 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,"I understand emotions are running high follow the horrific killing of #GeorgeFloyd in USA. 

But I thought that all… https://t.co/4JZGPTx18n","I understand emotions are running high follow the horrific killing of #GeorgeFloyd in USA. 

But I thought that all political parties here were in unison in following the medical &amp; scientific advice to protect our #FrontlineHeroes, save lives, and contain the spread of #COVID19","Today, 3pm at the Spire.

Saturday, 6 June 3 PM The US Embassy, Dublin

– Saturday, 6 June 3 PM The Spire

– Saturd… https://t.co/PeSkHNRVUv","Today, 3pm at the Spire.

Saturday, 6 June 3 PM The US Embassy, Dublin

– Saturday, 6 June 3 PM The Spire

– Saturday 6 June 2PM Limerick, Arthur’s Quay Park

– Saturday, 6 June 3 PM Sligo Doorly Park

#blacklivesmatter #GeorgeFloyd #protests2020 #trump #usa #ireland",0,1,,,,99116313,CrumlinFuels,Thu Dec 24 14:47:04 +0000 2009,35797,4468,4803,49935,1.27E+18,Tue Jun 02 20:53:50 +0000 2020,0,0,0,0,237487471,pb4p,Wed Jan 12 23:34:39 +0000 2011,22020,15935,1856,22444,1.27E+18,Mon Jun 01 13:03:51 +0000 2020,1.27E+18,237487471,pb4p,24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3,"@Academy_Tweets_ @realTuckFrumper @realDonaldTrump Yes, yes really. “When the looting starts - the shooting starts”… https://t.co/4De2xEvo6I","@Academy_Tweets_ @realTuckFrumper @realDonaldTrump Yes, yes really. “When the looting starts - the shooting starts” ... can you not read or? Regardless of what the guard WOULD do, he just said he would ask for the shooting of American citizens",NA,NA,0,0,1.27E+18,1.25E+18,Academy_Tweets_,74568692,JABBS__,Tue Sep 15 22:00:01 +0000 2009,6395,199,389,3919,1.27E+18,Fri May 29 06:33:38 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,Chapter 6 of 2020: Donald Trump found dead...,NA,NA,NA,0,0,,,,295805330,Chigzyyy,Mon May 09 17:58:02 +0000 2011,1640,156,179,2550,1.27E+18,Wed Jun 03 14:12:21 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3,"President Trump Just Neutered Jack and Mark

https://t.co/bML5oemjqw",NA,NA,NA,0,0,,,,1.11E+18,Rod_Is_TheOne,Sun Mar 31 14:25:58 +0000 2019,18872,13306,13328,16252,1.27E+18,Thu May 28 21:29:10 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,"@SenTedCruz Now show the videos of police beating peaceful protests with batons, spraying mace in faces of people w… https://t.co/yJw2b799hG","@SenTedCruz Now show the videos of police beating peaceful protests with batons, spraying mace in faces of people who are already handcuffed. 

We have a lot of cops in America that belong in jail.",NA,NA,0,0,1.27E+18,1074480192,SenTedCruz,8.99E+17,Kats_GA,Sat Aug 19 20:17:37 +0000 2017,22686,7927,7861,28324,1.27E+18,Fri Jun 05 01:13:03 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3,@Changeling2525 @SpeakerPelosi You are on fire! https://t.co/ANJlFaElbc,NA,NA,NA,0,0,1.27E+18,1.17E+18,Changeling2525,1.17E+18,thesheepdog78,Tue Sep 03 12:27:05 +0000 2019,5107,1763,2872,993,1.27E+18,Thu May 28 21:01:54 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,@SenSchumer Oh stop it.  He cleared the way to go to a church that burned.  He has a right to clear unauthorized protesters 🙄🤦🏽‍♂️😐.,NA,NA,NA,0,0,1.27E+18,17494010,SenSchumer,2893553734,mikenyc1983,Wed Nov 26 16:51:58 +0000 2014,41228,1948,3637,50443,1.27E+18,Tue Jun 02 18:49:00 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,@RellikBoon that’s sorta my point. everyone on here on this trending page are saying the same thing. “oh my god tru… https://t.co/woGw3geel6,@RellikBoon that’s sorta my point. everyone on here on this trending page are saying the same thing. “oh my god trump said he was gonna kill people” and the same screenshots over and over again. tweeting “donaldtrumpisover” isnt doing anything and neither are the riots,NA,NA,0,0,1.27E+18,29429306,RellikBoon,1.19E+18,c__clap,Thu Nov 14 12:45:35 +0000 2019,1339,0,56,73,1.27E+18,Fri May 29 08:03:23 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,"@SpeakerPelosi USING A BLACK MAN DEATH,  IT DIDN'T HAPPEN UNDER @BarackObama HALF BLACK MAN... YOU HAVE BEEN IN 40… https://t.co/VmlRnRFccV","@SpeakerPelosi USING A BLACK MAN DEATH,  IT DIDN'T HAPPEN UNDER @BarackObama HALF BLACK MAN... YOU HAVE BEEN IN 40 YEARS LIVING OFF BLACK LIVES DEATHS",Pelosi: Democrats have a ‘better chance’ of passing ‘police brutality’ bills now than ever before | Just The News https://t.co/zthU0RJNH2,NA,0,1,,15764644,SpeakerPelosi,1398030576,cminsterman,Thu May 02 19:46:07 +0000 2013,78619,363,442,46483,1.27E+18,Fri Jun 05 01:00:23 +0000 2020,0,0,0,0,523248016,jsolomonReports,Tue Mar 13 13:19:51 +0000 2012,20,630060,356,4492,1.27E+18,Fri Jun 05 00:50:02 +0000 2020,,,,136,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,"Read the context of what you’re tweeting... you are defending HITLER, a man who orchestrated the murder of 7 millio… https://t.co/fU0hOpQSoF","Read the context of what you’re tweeting... you are defending HITLER, a man who orchestrated the murder of 7 million minorities &amp; ignited a world war that killed 60m people. Trump treats minorities like second class citizens and you don’t expect people to compare &amp; rise up?",51. Ppl are sharing a photoshopped image that appears to show Adolf Hitler holding a bible the same way President D… https://t.co/zI3giyKaWp,"51. Ppl are sharing a photoshopped image that appears to show Adolf Hitler holding a bible the same way President Donald Trump did when he stood in front of St. John's Episcopal Church near the White House on June 1.

Original photo of Hitler does not show him holding a bible. https://t.co/DPhvD357f4",0,1,,,,3013341213,domduvx,Mon Feb 02 23:44:42 +0000 2015,23180,356,366,13637,1.27E+18,Tue Jun 02 23:39:27 +0000 2020,0,0,0,0,65284273,JaneLytv,Thu Aug 13 05:20:45 +0000 2009,30221,53531,5373,11471,1.27E+18,Tue Jun 02 14:56:01 +0000 2020,1.27E+18,65284273,JaneLytv,237,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,"#Anonymous 
#DonaldTrump 

donald trump and all the network of pedophilia and all the racists that exist should be… https://t.co/kLg2h3Vqkh","#Anonymous 
#DonaldTrump 

donald trump and all the network of pedophilia and all the racists that exist should be dead or something similar I think it is impressive that in the middle of 2020 these things keep happening",NA,NA,0,0,,,,9.17E+17,NachoEasy77,Mon Oct 09 17:59:14 +0000 2017,19,2,47,2,1.27E+18,Tue Jun 02 04:27:37 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,AOC and Ilhan Omar call for police officer who knelt on George Floyd's neck to be charged with murder https://t.co/zoVZpogdla,NA,NA,NA,0,0,,,,8.38E+17,rogue_corq,Sun Mar 05 09:32:38 +0000 2017,17162,1591,1436,286320,1.27E+18,Thu May 28 16:30:32 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3,@JoeBiden No person living or dead would have adverted this calamity that brought the whole world’s economy to its… https://t.co/xmMMUXLEP0,"@JoeBiden No person living or dead would have adverted this calamity that brought the whole world’s economy to its knees. This is not only America’s problem , it’s global problem brought upon by China aggression to subdue the West. Stop blaming a Trump Joe, you would have been paralysed.",NA,NA,0,0,1.27E+18,939091,JoeBiden,1.08E+18,SharkbaseM,Wed Jan 09 00:22:42 +0000 2019,1451,364,954,1340,1.27E+18,Thu May 28 22:29:56 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3,@k_harson @SteinNds1122 @soloyochapin @WhiteHouse @realDonaldTrump @POTUS Really you need help he said once the rio… https://t.co/PTX7UbosMJ,@k_harson @SteinNds1122 @soloyochapin @WhiteHouse @realDonaldTrump @POTUS Really you need help he said once the riots start shooting starts meaning when violence comes people get hurt man people are dump today,NA,NA,0,0,1.27E+18,8.00E+17,k_harson,2923022183,r_neuman,Mon Dec 15 15:20:10 +0000 2014,183,0,4,498,1.27E+18,Tue Jun 02 02:25:57 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,@_AimA_ @SenSanders Kill? A simple step on not giving them tax cuts could be a good first step my friend.,NA,NA,NA,0,0,1.27E+18,179878124,_AimA_,7.14E+17,Shri303,Sun Mar 27 18:55:24 +0000 2016,3137,61,211,1671,1.27E+18,Mon Jun 01 15:59:47 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,"@awstar11 Can only imagine the contortions and angst @brianstelter @maddow and @donlemon, etc., etc. and all the re… https://t.co/Ml1PUYZlNC","@awstar11 Can only imagine the contortions and angst @brianstelter @maddow and @donlemon, etc., etc. and all the rest of those talking head divas are going through right now to try and figure out how to frame all this. Still going to be Trump's fault obviously, but how. lol",NA,NA,0,0,1.27E+18,275322482,awstar11,525644169,quietnolonger,Thu Mar 15 18:53:00 +0000 2012,7207,386,852,30074,1.27E+18,Sat May 30 00:41:41 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,@DDayCobra Sorry Justin but President Trump just executed Order 66 on ANTIFA...,NA,NA,NA,0,0,1.27E+18,1150818426,DDayCobra,31452762,WarioFan76,Wed Apr 15 16:50:45 +0000 2009,4463,63,430,1938,1.27E+18,Sun May 31 20:09:20 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3,"@realDonaldTrump #TRUMP message to Americans: ""When Looting Starts, the Shooting Starts..."" Trump is a RACIST, MANI… https://t.co/y55LJWk7ej","@realDonaldTrump #TRUMP message to Americans: ""When Looting Starts, the Shooting Starts..."" Trump is a RACIST, MANIAC that must be removed from office. He is a CANCER to the USA and to the world. #ELECTION2020 #BIDEN2020 #BERNIE2020 #DEMOCRATS2020",Hundreds of demonstrators stopped traffic on San Jose freeway as protests over the death of George Floyd continue a… https://t.co/JtViRNYBSF,Hundreds of demonstrators stopped traffic on San Jose freeway as protests over the death of George Floyd continue across the country. https://t.co/ct70r7vU1H https://t.co/Sb5ofsuJMf,0,1,,25073877,realDonaldTrump,2324415978,VIDAcommunicate,Sun Feb 02 22:04:09 +0000 2014,1722,331,1636,1577,1.27E+18,Sat May 30 00:02:56 +0000 2020,0,0,0,0,15535860,nbcsandiego,Tue Jul 22 19:34:30 +0000 2008,7592,243307,4303,206774,1.27E+18,Fri May 29 23:51:16 +0000 2020,,,,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,@tinybeani @eugenegu @realDonaldTrump Poor tortured soul with scrambled eggs for brains. Trump needs an umbrella to… https://t.co/NCBG5qlDeG,"@tinybeani @eugenegu @realDonaldTrump Poor tortured soul with scrambled eggs for brains. Trump needs an umbrella to protect himself from ant piss. Mattis, unlike Trump, didn't run away from service Iike the coward Donald ""Bone Spurs"" Trump.",NA,NA,0,0,1.27E+18,135245861,tinybeani,357275966,MarcVelez47,Thu Aug 18 03:30:21 +0000 2011,1461,18,66,3627,1.27E+18,Thu Jun 04 23:50:47 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,"@realDonaldTrump Self-promoting in a time of crisis instead of leading-105,000 dead from COVID-19 and Donald Trump has left the building.",NA,NA,NA,0,0,1.27E+18,25073877,realDonaldTrump,99715068,alfabetbob,Sun Dec 27 14:14:32 +0000 2009,4,1,9,763,1.27E+18,Mon Jun 01 17:27:37 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,"@WonterghemVan @Lenfantdu_pays @realDonaldTrump Alright I see u a MAGA side ! Fine, but still they killed that bloc… https://t.co/kMcaGrToE6","@WonterghemVan @Lenfantdu_pays @realDonaldTrump Alright I see u a MAGA side ! Fine, but still they killed that block over nothing... sorry this is sheer murder",NA,NA,0,0,1.27E+18,2780725782,WonterghemVan,7.98E+17,2021WillSuckToo,Sun Nov 13 20:17:56 +0000 2016,1274,9,119,645,1.27E+18,Fri May 29 01:37:22 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,@realDonaldTrump &gt;especially now that we KNOW that 'some' INSIDERS were well aware of this coming event (with CAMER… https://t.co/PvPUFVmigW,"@realDonaldTrump &gt;especially now that we KNOW that 'some' INSIDERS were well aware of this coming event (with CAMERAS READY)… If you were ""THE CREATOR(A)(S)""... how do you STOP THIS ""MESS""?... COVID-19 might be a 'friendly' reminder that NO ""ONE' has the 'right' to KILL (no.6).&gt;",NA,NA,0,0,,25073877,realDonaldTrump,325790738,77777d,Tue Jun 28 21:40:16 +0000 2011,112,17,118,12875,1.27E+18,Fri May 29 08:45:59 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,@realDonaldTrump All this chaos in Minneapolis seems like trump's  campaign tactics.its all been arranged to kill a… https://t.co/hztHdLZI73,"@realDonaldTrump All this chaos in Minneapolis seems like trump's  campaign tactics.its all been arranged to kill a black man,make black people react with violence,then trump swoops in with the national guard and it makes him look strong in the eyes of all his supporters",NA,NA,0,0,1.27E+18,25073877,realDonaldTrump,1.25E+18,Winnie04096089,Thu Apr 02 16:57:47 +0000 2020,10,0,7,22,1.27E+18,Sun May 31 19:01:51 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,@dric88 @PrendergastAlan @LaughlinPadge @EwanMacKenna The Attorney General who supposedly gave the instruction to t… https://t.co/yFyVTn6qkA,"@dric88 @PrendergastAlan @LaughlinPadge @EwanMacKenna The Attorney General who supposedly gave the instruction to tear gas peaceful protestors outside the White House yesterday was one William Barr, an Irish American. 

And the beat goes on.

The Trump dictatorship is full of racist Irish Americans.",NA,NA,0,0,1.27E+18,272715345,dric88,9.26E+17,TonyConkers,Thu Nov 02 22:55:08 +0000 2017,435,73,842,6343,1.27E+18,Wed Jun 03 06:04:01 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,@realblakeradio @BuckSexton Trump take charge??? Omg 😂😂😂😂😂🤣🤣🤣🤣🤣 That is HILARIOUS!!!! 🤣🤣🤣🤣🤣  O   M  G!!!!!! 😂🤣🤣🤣🤣 S… https://t.co/MtfoEfVisI,@realblakeradio @BuckSexton Trump take charge??? Omg 😂😂😂😂😂🤣🤣🤣🤣🤣 That is HILARIOUS!!!! 🤣🤣🤣🤣🤣  O   M  G!!!!!! 😂🤣🤣🤣🤣 Stop Lol 😂😂 You’re killing me 🤣🤣🤣🤣🤣🤣😂😂🤣🤣Thats a good one! 😂😂😂😂😂!!!!!!,NA,NA,0,0,1.27E+18,1375422618,realblakeradio,1.03E+18,Ima124life,Mon Aug 20 00:50:01 +0000 2018,4129,26,45,10861,1.27E+18,Sun May 31 22:54:58 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3,@realDonaldTrump Somers is white and a racist and burned Tennessee court house,NA,NA,NA,0,0,1.27E+18,25073877,realDonaldTrump,1.08E+18,Jen29089919,Thu Jan 10 14:35:16 +0000 2019,203,4,3,6612,1.27E+18,Mon Jun 01 19:09:27 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,2,@realDonaldTrump Thank you Mr Trump. We cant let these terrorists burn our cities in the night. Enough is enough.,NA,NA,NA,0,0,1.27E+18,25073877,realDonaldTrump,9.78E+17,cobymac3,Sat Mar 24 17:10:39 +0000 2018,12709,182,289,4778,1.27E+18,Sun May 31 17:22:52 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,2,trump will perish by holy ghost fire ... I CLAIM IT,NA,NA,NA,0,0,,,,7.13E+17,1sebastian89,Wed Mar 23 19:46:41 +0000 2016,18375,351,268,17724,1.27E+18,Tue Jun 02 06:52:23 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,@SenTomCotton Every military officer swears an oath upon commissioning. That oath is not to obey all orders. It is… https://t.co/nuQa5z0rgR,"@SenTomCotton Every military officer swears an oath upon commissioning. That oath is not to obey all orders. It is to “preserve, protect, and defend the Constitution of the United States against all enemies, foreign and domestic.” The law prohibits the deliberate killing of unarmed civilians.",NA,NA,0,0,1.27E+18,968650362,SenTomCotton,1.23E+18,ravenchilde,Tue Feb 11 21:50:44 +0000 2020,0,0,1,200,1.27E+18,Tue Jun 02 12:56:55 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,@CECCgov @SenRubioPress Ideas are bullet proof!!! We will never forget and we will contribute to remember and pass… https://t.co/uThJvbAsfv,@CECCgov @SenRubioPress Ideas are bullet proof!!! We will never forget and we will contribute to remember and pass the torch of our great beliefs and truth on!,NA,NA,0,0,1.27E+18,196324920,CECCgov,1.27E+18,Calboy641,Wed Jun 03 22:39:37 +0000 2020,11,0,4,7,1.27E+18,Wed Jun 03 23:09:51 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,3,@realDonaldTrump Completely eradicate racism and hate or else...,NA,NA,NA,0,0,1.27E+18,25073877,realDonaldTrump,1.21E+18,CharlsForth,Fri Dec 13 22:39:42 +0000 2019,0,0,2,7,1.27E+18,Thu Jun 04 13:27:09 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,3,"@RepAdamSchiff You lie for three straight years about having ""conclusive evidence"" you treasonous bastard and you'r… https://t.co/4q2DmJu3BC","@RepAdamSchiff You lie for three straight years about having ""conclusive evidence"" you treasonous bastard and you're attacking Trump?
I hope theres a lotter your for your firing squad... https://t.co/lvFWV2jA6N",NA,NA,0,0,1.27E+18,29501253,RepAdamSchiff,339319707,Swcellular,Wed Jul 20 22:41:41 +0000 2011,8956,391,793,5852,1.27E+18,Sun May 31 04:57:05 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,@PhillyMayor @RepDwightEvans @StreetForPA @SenatorHughes @Darrell_Clarke @DrAlynEWaller @PPDCommish @bgabernathy Yo… https://t.co/Pb10b02ih7,@PhillyMayor @RepDwightEvans @StreetForPA @SenatorHughes @Darrell_Clarke @DrAlynEWaller @PPDCommish @bgabernathy You’re asking them to call for peace aren’t we beyond that grow some balls Jim and destroy these rioters,NA,NA,0,0,1.27E+18,4515563482,PhillyMayor,1.01E+18,cabano_thomas,Tue Jul 03 01:29:05 +0000 2018,134,5,11,1097,1.27E+18,Sun May 31 22:46:17 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
